doi,articleType,citationStyle,citationStringAnnotated
10.1021/om00022a031,3,0,"<author><family>Villanueva</family>, <given>Lawrence A.</given>, <family>Abboud</family>, <given>Khalil A.</given> and <family>Boncella</family>, <given>James M.</given></author> (<issued><year>1994</year></issued>) <title>â€œSynthesis, Characterization, and Crystal Structures of Monomeric and Dimeric Palladium(II) Amide Complexes.â€</title> <container-title>Organometallics</container-title>, <volume>13</volume>(<issue>10</issue>), pp. <page>3921â€“3931</page>. [online] Available from: <URL>http://dx.doi.org/10.1021/om00022a031</URL>"
10.1007/978-3-322-90752-3,5,0,"<author><family>Groth</family>, <given>Uwe</given> and <family>Kammel</family>, <given>Andreas</given></author> (<issued><year>1994</year></issued>) <title>Lean Management</title>, <publisher>Gabler Verlag</publisher>. [online] Available from: <URL>http://dx.doi.org/10.1007/978-3-322-90752-3</URL>"
10.1046/j.1365-2648.2003.02959.x,3,0,"<author><family>Bates</family>, <given>Jane</given>, <family>Boote</family>, <given>Jonathan</given> and <family>Beverley</family>, <given>Catherine</given></author> (<issued><year>2004</year></issued>) <title>â€œPsychosocial interventions for people with a milder dementing illness: a systematic review.â€</title> <container-title>Journal of Advanced Nursing</container-title>, <volume>45</volume>(<issue>6</issue>), pp. <page>644â€“658</page>. [online] Available from: <URL>http://dx.doi.org/10.1046/j.1365-2648.2003.02959.x</URL>"
10.1002/eji.200535538,3,0,"<author><family>Sahin</family>, <given>Ugur</given>, <family>TÃ¼reci</family>, <given>Ã–zlem</given>, <family>Graf</family>, <given>Claudine</given>, <family>Meyer</family>, <given>Ralfâ€„G.</given>, et al.</author> (<issued><year>2006</year></issued>) <title>â€œRapid molecular dissection of viral and bacterial immunomes.â€</title> <container-title>European Journal of Immunology</container-title>, <volume>36</volume>(<issue>4</issue>), pp. <page>1049â€“1057</page>. [online] Available from: <URL>http://dx.doi.org/10.1002/eji.200535538</URL>"
10.1002/spe.4380200402,3,0,"<author><family>Reynolds</family>, <given>Charles W.</given></author> (<issued><year>1990</year></issued>) <title>â€œSignalling regions: Multiprocessing in a shared memory reconsidered.â€</title> <container-title>Software: Practice and Experience</container-title>, <volume>20</volume>(<issue>4</issue>), pp. <page>325â€“356</page>. [online] Available from: <URL>http://dx.doi.org/10.1002/spe.4380200402</URL>"
10.1088/2040-8986/aa945a,3,0,"<author><family>Chen</family>, <given>Pai-Yen</given>, <family>Salas</family>, <given>Rodolfo</given> and <family>Farhat</family>, <given>Mohamed</given></author> (<issued><year>2017</year></issued>) <title>â€œGeneration of high-power terahertz radiation by nonlinear photon-assisted tunneling transport in plasmonic metamaterials.â€</title> <container-title>Journal of Optics</container-title>, <volume>19</volume>(<issue>12</issue>), p. <page>124012</page>. [online] Available from: <URL>http://dx.doi.org/10.1088/2040-8986/aa945a</URL>"
10.2307/463578,3,0,"<author><family>Young</family>, <given>Karl</given></author> (<issued><year>2000</year></issued>) <title>â€œ1940: Foreign Languages.â€</title> <container-title>PMLA</container-title>, <volume>115</volume>(<issue>7</issue>), p. <page>1824</page>. [online] Available from: <URL>http://dx.doi.org/10.2307/463578</URL>"
10.3390/ijms19082269,3,0,"<author><family>Gurunathan</family>, <given>Sangiliyandi</given>, <family>Qasim</family>, <given>Muhammad</given>, <family>Park</family>, <given>Chanhyeok</given>, <family>Yoo</family>, <given>Hyunjin</given>, et al.</author> (<issued><year>2018</year></issued>) <title>â€œCytotoxic Potential and Molecular Pathway Analysis of Silver Nanoparticles in Human Colon Cancer Cells HCT116.â€</title> <container-title>International Journal of Molecular Sciences</container-title>, <volume>19</volume>(<issue>8</issue>), p. <page>2269</page>. [online] Available from: <URL>http://dx.doi.org/10.3390/ijms19082269</URL>"
10.1002/chin.199818007,3,0,"<author><family>ANTONOV</family>, <given>V. E.</given>, <family>BOKHENKOV</family>, <given>E. L.</given>, <family>DORNER</family>, <given>B.</given>, <family>FEDOTOV</family>, <given>V. K.</given>, et al.</author> (<issued><year>2010</year></issued>) <title>â€œChemInform Abstract: The Crystal Structure of Nb3AuHx.â€</title> <container-title>ChemInform</container-title>, <volume>29</volume>(<issue>18</issue>), p. <page>no-no</page>. [online] Available from: <URL>http://dx.doi.org/10.1002/chin.199818007</URL>"
10.1007/978-3-642-27737-5_388-3,7,0,"<author><family>Sahimi</family>, <given>Muhammad</given></author> (<issued><year>2013</year></issued>) <title>â€œPercolation and Polymer Morphology and Rheology,â€</title> in <container-title>Encyclopedia of Complexity and Systems Science</container-title>, <publisher>Springer New York</publisher>, pp. <page>1â€“32</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/978-3-642-27737-5_388-3</URL>"
10.1016/0031-6458(65)90093-6,3,0,"<author><family>BASHKIROV</family>, <given>A</given>, <family>GILYAROVSKAYA</family>, <given>L</given>, <family>ALENTEVA</family>, <given>Y</given>, <family>KOZLENKOVA</family>, <given>R</given> and <family>KUROCHKINA</family>, <given>A</given></author> (<issued><year>1965</year></issued>) <title>â€œEffect of aromatic hydrocarbons on liquid-phase oxidation of paraffins in the presence of boric acidâ˜†.â€</title> <container-title>Petroleum Chemistry U.S.S.R.</container-title>, <volume>4</volume>(<issue>4</issue>), pp. <page>292â€“295</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/0031-6458(65)90093-6</URL>"
10.1007/bf01474204,3,0,"<author><family>Gavrilova</family>, <given>G. A.</given>, <family>Chipanina</family>, <given>N. N.</given>, <family>Frolov</family>, <given>Yu. L.</given>, <family>Shirchin</family>, <given>B.</given> and <family>Voronkov</family>, <given>M. G.</given></author> (<issued><year>1986</year></issued>) <title>â€œPentacoordination of the silicon atom in phenacetoxymethyltrifluorosilane.â€</title> <container-title>Bulletin of the Academy of Sciences of the USSR Division of Chemical Science</container-title>, <volume>35</volume>(<issue>12</issue>), pp. <page>2486â€“2489</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/bf01474204</URL>"
10.5172/rsj.2.4.5,3,0,"<author><family>Lawrence</family>, <given>Geoffrey</given></author> (<issued><year>1992</year></issued>) <title>â€œFarm Structural Adjustment: The Imperative for the Nineties?â€</title> <container-title>Rural Society</container-title>, <volume>2</volume>(<issue>4</issue>), pp. <page>5â€“7</page>. [online] Available from: <URL>http://dx.doi.org/10.5172/rsj.2.4.5</URL>"
10.3406/enfan.1992.2006,3,0,"<author><family>Gratiot-AlphandÃ©ry</family>, <given>HÃ©lÃ¨ne</given></author> (<issued><year>1992</year></issued>) <title>â€œPrÃ©sentation.â€</title> <container-title>Enfance</container-title>, <volume>45</volume>(<issue>3</issue>), pp. <page>165â€“166</page>. [online] Available from: <URL>http://dx.doi.org/10.3406/enfan.1992.2006</URL>"
10.1023/a:1018888205638,3,0,"<author><family>Ershov</family>, <given>A. P.</given>, <family>Dammer</family>, <given>A. Ya.</given> and <family>Kupershtokh</family>, <given>A. L.</given></author> (<issued><year>2001</year></issued>) <container-title>Journal of Applied Mechanics and Technical Physics</container-title>, <volume>42</volume>(<issue>2</issue>), pp. <page>300â€“309</page>. [online] Available from: <URL>http://dx.doi.org/10.1023/a:1018888205638</URL>"
10.1891/0886-6708.25.3.395,3,0,"<author><family>BjÃ¶rklund</family>, <given>Katja</given>, <family>HÃ¤kkÃ¤nen-Nyholm</family>, <given>HelinÃ¤</given>, <family>Sheridan</family>, <given>Lorraine</given> and <family>Roberts</family>, <given>Karl</given></author> (<issued><year>2010</year></issued>) <title>â€œCoping With Stalking Among University Students.â€</title> <container-title>Violence and Victims</container-title>, <volume>25</volume>(<issue>3</issue>), pp. <page>395â€“408</page>. [online] Available from: <URL>http://dx.doi.org/10.1891/0886-6708.25.3.395</URL>"
10.1145/2339530.2339748,22,0,"<author><family>Sun</family>, <given>Gordon</given></author> (<issued><year>2012</year></issued>) <title>â€œUnderstanding usersâ€™ satisfaction for search engine evaluationâ€</title>, in <container-title>Proceedings of the 18th ACM SIGKDD international conference on Knowledge discovery and data mining - KDD â€™12</container-title>, <publisher>ACM Press</publisher>. [online] Available from: <URL>http://dx.doi.org/10.1145/2339530.2339748</URL>"
10.1163/2210-7975_hrd-3362-0075,8,0,Anon (n.d.) <title>â€œthe-lawyers-vol8-no4-the-pension-scam-may-1993-32-pp.â€</title> <container-title>Human Rights Documents online</container-title>. [online] Available from: <URL>http://dx.doi.org/10.1163/2210-7975_hrd-3362-0075</URL>
10.4236/eng.2013.51b022,3,0,"<author><family>Zou</family>, <given>Bin</given></author> (<issued><year>2013</year></issued>) <title>â€œThe Research about the Trans-provincial Centralized Bidding Trading Market of East China Power Grid --IIï¼šModel Analysis.â€</title> <container-title>Engineering</container-title>, <volume>05</volume>(<issue>01</issue>), pp. <page>121â€“126</page>. [online] Available from: <URL>http://dx.doi.org/10.4236/eng.2013.51b022</URL>"
10.1002/chin.201627039,3,0,"<author><family>Jin</family>, <given>Shengfei</given>, <family>Jiang</family>, <given>Chongguo</given>, <family>Peng</family>, <given>Xiaoshi</given>, <family>Shan</family>, <given>Chunhui</given>, et al.</author> (<issued><year>2016</year></issued>) <title>â€œChemInform Abstract: Gold(I)-Catalyzed Angle Strain Controlled Strategy to Furopyran Derivatives from Propargyl Vinyl Ethers: Insight into the Regioselectivity of Cycloisomerization.â€</title> <container-title>ChemInform</container-title>, <volume>47</volume>(<issue>27</issue>). [online] Available from: <URL>http://dx.doi.org/10.1002/chin.201627039</URL>"
10.1109/cdc.2002.1184882,22,0,"<author><family>Gengsheng Wang</family> and <family>Lijuan Wang</family></author> (n.d.) <title>â€œState-constrained optimal control governed by non-well-posed parabolic differential equations,â€</title> in <container-title>Proceedings of the 41st IEEE Conference on Decision and Control, 2002.</container-title>, <publisher>IEEE</publisher>. [online] Available from: <URL>http://dx.doi.org/10.1109/cdc.2002.1184882</URL>"
10.1016/0030-3992(86)90053-8,3,0,"Anon (<issued><year>1986</year></issued>) <title>â€œIndustry.â€</title> <container-title>Optics & Laser Technology</container-title>, <volume>18</volume>(<issue>6</issue>), pp. <page>284â€“287</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/0030-3992(86)90053-8</URL>"
10.1002/dc.21052,3,0,"<author><family>Sauder</family>, <given>Kenan</given>, <family>Wilbur</family>, <given>David C.</given>, <family>Duska</family>, <given>Linda</given> and <family>Tambouret</family>, <given>Rosemary H.</given></author> (<issued><year>2009</year></issued>) <title>â€œAn approach to post-radical trachelectomy vaginal-isthmus cytology.â€</title> <container-title>Diagnostic Cytopathology</container-title>, <volume>37</volume>(<issue>6</issue>), pp. <page>437â€“442</page>. [online] Available from: <URL>http://dx.doi.org/10.1002/dc.21052</URL>"
10.3917/philo.132.0003,3,0,"<author><family>Foessel</family>, <given>MichaÃ«l</given> and <family>Riquier</family>, <given>Camille</given></author> (<issued><year>2017</year></issued>) <title>â€œPrÃ©sentation. Paul RicÅ“ur, le conflit lâ€™affirmationâ€</title>. <container-title>Philosophie</container-title>, <volume>132</volume>(<issue>1</issue>), p. <page>3</page>. [online] Available from: <URL>http://dx.doi.org/10.3917/philo.132.0003</URL>"
10.1211/pj.2014.20065744,3,0,Anon (<issued><year>2014</year></issued>) <title>â€œOne journey ends but another continues.â€</title> <container-title>The Pharmaceutical Journal</container-title>. [online] Available from: <URL>http://dx.doi.org/10.1211/pj.2014.20065744</URL>
10.1038/35023209,3,0,"<author><family>Kirk</family>, <given>Kiaran</given></author> (<issued><year>2000</year></issued>) <title>â€œChannelling nutrients.â€</title> <container-title>Nature</container-title>, <volume>406</volume>(<issue>6799</issue>), pp. <page>949â€“951</page>. [online] Available from: <URL>http://dx.doi.org/10.1038/35023209</URL>"
10.1002/lt.21890,3,0,"<author><family>Demetris</family>, <given>Anthony J.</given></author> (<issued><year>2009</year></issued>) <title>â€œEvolution of hepatitis C virus in liver allografts.â€</title> <container-title>Liver Transplantation</container-title>, <volume>15</volume>(<issue>S2</issue>), pp. <page>S35â€“S41</page>. [online] Available from: <URL>http://dx.doi.org/10.1002/lt.21890</URL>"
10.1139/gen-2016-0071,3,0,"<author><family>Packer</family>, <given>Laurence</given> and <family>Ruz</family>, <given>Luisa</given></author> (<issued><year>2017</year></issued>) <title>â€œDNA barcoding the bees (Hymenoptera: Apoidea) of Chile: species discovery in a reasonably well known bee fauna with the description of a new species of Lonchopria (Colletidae)â€</title> <editor><family>Hausmann</family>, <given>A.</given> (ed.)</editor>. <container-title>Genome</container-title>, <volume>60</volume>(<issue>5</issue>), pp. <page>414â€“430</page>. [online] Available from: <URL>http://dx.doi.org/10.1139/gen-2016-0071</URL>"
10.5962/bhl.title.50158,43,0,"<author><family>Davis</family>, <given>James Elwood.</given></author> (<issued><year>1954</year></issued>) <title>â€œWindbreaks for Illinois farmsteads.â€</title> [online] Available from: <URL>http://dx.doi.org/10.5962/bhl.title.50158</URL>"
10.1093/bfgp/elx007,3,0,"<author><family>Corless</family>, <given>Samuel</given> and <family>Gilbert</family>, <given>Nick</given></author> (<issued><year>2017</year></issued>) <title>â€œInvestigating DNA supercoiling in eukaryotic genomes.â€</title> <container-title>Briefings in Functional Genomics</container-title>, <volume>16</volume>(<issue>6</issue>), pp. <page>379â€“389</page>. [online] Available from: <URL>http://dx.doi.org/10.1093/bfgp/elx007</URL>"
